Input|Output|PreGlobalOp|PreWorkOp|PostGlobalOp|PostGlobalVal|PostWorkOp|PostWorkVal
S 2 1 9 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 3 2 _ _ _ _
S 7 8 5 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 5 0 _ _ _ _
S 3 3 4 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 6 0 _ _ _ _
S 0 1 0 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 1 1 _ _ _ _
S 0 4 9 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 4 3 _ _ _ _
S 9 1 8 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 0 8 _ _ _ _
S 5 1 5 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 6 1 _ _ _ _
S 2 5 3 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 7 0 _ _ _ _
S 1 0 5 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 1 6 _ _ _ _
S 7 6 9 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 3 2 _ _ _ _
S 7 3 2 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 0 2 _ _ _ _
S 9 4 8 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 3 1 _ _ _ _
S 9 8 9 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 7 6 _ _ _ _
S 8 5 4 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 3 7 _ _ _ _
S 1 7 7 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 8 5 _ _ _ _
S 8 0 5 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 8 3 _ _ _ _
S 6 3 3 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 9 2 _ _ _ _
S 0 0 5 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 0 5 _ _ _ _
S 8 5 6 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 3 9 _ _ _ _
S 4 3 5 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 7 2 _ _ _ _
S 2 7 1 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 9 0 _ _ _ _
S 7 0 7 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 7 4 _ _ _ _
S 7 5 5 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 2 7 _ _ _ _
S 8 6 6 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 4 0 _ _ _ _
S 1 7 4 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 8 2 _ _ _ _
S 0 4 1 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 4 5 _ _ _ _
S 3 9 8 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 2 0 _ _ _ _
S 5 4 5 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 9 4 _ _ _ _
S 1 4 7 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 5 2 _ _ _ _
S 5 5 1 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 0 1 _ _ _ _
S 5 5 3 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 0 3 _ _ _ _
S 4 7 0 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 1 1 _ _ _ _
S 4 4 3 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 8 1 _ _ _ _
S 0 5 1 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 5 6 _ _ _ _
S 2 2 4 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 4 8 _ _ _ _
S 8 5 3 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 3 6 _ _ _ _
S 5 9 5 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 4 9 _ _ _ _
S 6 2 3 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 8 1 _ _ _ _
S 1 4 5 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 5 0 _ _ _ _
S 3 9 9 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 2 1 _ _ _ _
S 1 6 6 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 7 3 _ _ _ _
S 2 2 8 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 4 2 _ _ _ _
S 9 9 1 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 8 9 _ _ _ _
S 2 9 9 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 1 0 _ _ _ _
S 7 1 3 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 8 1 _ _ _ _
S 7 3 8 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 0 8 _ _ _ _
S 6 7 7 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 3 0 _ _ _ _
S 5 7 8 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 2 0 _ _ _ _
S 0 6 3 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 6 9 _ _ _ _
S 4 3 9 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 7 6 _ _ _ _
S 4 1 2 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 5 7 _ _ _ _
S 2 4 2 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 6 8 _ _ _ _
S 2 8 5 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 0 5 _ _ _ _
S 0 0 1 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 0 1 _ _ _ _
S 2 0 7 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 2 9 _ _ _ _
S 7 3 6 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 0 6 _ _ _ _
S 9 0 9 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 9 8 _ _ _ _
S 6 9 0 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 5 5 _ _ _ _
S 0 1 0 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 1 1 _ _ _ _
S 7 2 4 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 9 3 _ _ _ _
S 5 2 2 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 7 9 _ _ _ _
S 8 9 6 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 7 3 _ _ _ _
S 4 0 8 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 4 2 _ _ _ _
S 3 7 1 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 0 1 _ _ _ _
S 4 3 9 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 7 6 _ _ _ _
S 0 4 8 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 4 2 _ _ _ _
S 3 8 4 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 1 5 _ _ _ _
S 8 9 5 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 7 2 _ _ _ _
S 3 7 6 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 0 6 _ _ _ _
S 5 4 0 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 9 9 _ _ _ _
S 3 8 7 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 1 8 _ _ _ _
S 0 2 1 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 2 3 _ _ _ _
S 2 9 4 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 1 5 _ _ _ _
S 9 2 0 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 1 1 _ _ _ _
S 3 3 0 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 6 6 _ _ _ _
S 4 0 7 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 4 1 _ _ _ _
S 2 3 5 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 5 0 _ _ _ _
S 4 1 0 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 5 5 _ _ _ _
S 0 6 6 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 6 2 _ _ _ _
S 0 2 2 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 2 4 _ _ _ _
S 7 0 7 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 7 4 _ _ _ _
S 2 7 6 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 9 5 _ _ _ _
S 8 1 2 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 9 1 _ _ _ _
S 2 4 0 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 6 6 _ _ _ _
S 0 3 6 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 3 9 _ _ _ _
S 3 7 2 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 0 2 _ _ _ _
S 3 3 5 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 6 1 _ _ _ _
S 2 5 7 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 7 4 _ _ _ _
